LOCATION,LAT,LON,Rpt Dist No
4500    COLISEUM                     ST,34.0175,-118.346,362
500    PALISADES                    DR,34.0444,-118.552,811
ELM                          DR,34.0553,-118.3949,857
2800 W  FLORENCE                     AV,33.9746,-118.3236,1252
4600 W  3RD                          ST,34.069,-118.3154,2021
GAMBIER                      ST,34.081,-118.1819,427
12000    KESWICK                      ST,34.2103,-118.3943,1684
300    SHULTS                       ST,34.1079,-118.1877,1139
10400    KAILUA                       LN,34.2575,-118.3002,1638
1000 N  EVERGREEN                    AV,34.0501,-118.197,449
13300    VENTURA                      BL,34.1493,-118.4307,989
1000    BAYVIEW                      AV,33.7825,-118.2701,532
MINNEHAHA,34.2602,-118.486,1749
4300    ALLA                         RD,33.99,-118.4347,1453
WESTLAWN                     AV,33.9793,-118.4138,1463
21900    ROSCOE                       BL,34.2239,-118.6017,2105
10100    BRADLEY                      AV,34.2548,-118.4034,1654
WESTMORELAND                 PL,34.0618,-118.2891,2039
200 W  112TH                        ST,33.933,-118.2761,1842
6100    8TH                          AV,33.9821,-118.3318,1241
200 N  SYCAMORE                     AV,34.0749,-118.3429,727
6900    MELROSE                      AV,34.0835,-118.3416,706
DUNN                         DR,34.0252,-118.4013,1407
15000    MAGNOLIA                     BL,34.1649,-118.4596,963
1900    PRESTON                      AV,34.0867,-118.2529,1173
MANDEVILLE CANYON,34.0681,-118.4942,803
KENT,34.076,-118.2692,216
5100    ROSELAND                     ST,34.0273,-118.3542,312
3100    IVY                          ST,34.032,-118.3882,899
5000    EDGEWOOD                     PL,34.0557,-118.3389,747
MYRA,34.095,-118.2811,1171
5000    MCCONNELL                    AV,33.9832,-118.4327,1454
3500    DUNN                         DR,34.0284,-118.4037,1407
19400    VANOWEN                      ST,34.1939,-118.556,1021
7900    STANSBURY                    AV,34.2145,-118.4399,1998
DOHENY                       DR,34.0736,-118.3897,721
5200    CAHUENGA                     BL,34.1649,-118.3615,1549
RUBENS,33.988,-118.4248,1455
1900 E  WASHINGTON                   BL,34.02,-118.2395,1309
900 S  VERMONT                      AV,34.0536,-118.2916,2058
BROXTON                      AV,34.0626,-118.447,817
3000    ELLINGTON                    DR,34.1248,-118.3509,1599
LOWELL                       AV,34.0891,-118.1624,429
700 N  EDINBURGH                    AV,34.0838,-118.3637,701
9200    NIGHTINGALE                  DR,34.1038,-118.3883,631
13000    KAGEL CANYON                 ST,34.2546,-118.4161,1653
1500    NEWTON                       ST,34.0258,-118.2435,1317
700 E  61ST                         ST,33.9844,-118.2631,1385
13900    BURBANK                      BL,34.1722,-118.4356,946
1400 W  45TH                         ST,34.0028,-118.3002,1204
1000    MYRA                         AV,34.0896,-118.2846,204
BIG TUJUNGA CANYON           RD,34.2796,-118.3046,1618
15700    SHERMAN                      WY,34.2012,-118.4749,1029
700 E  48TH                         ST,33.9997,-118.2634,1363
6100 W  OLYMPIC                      BL,34.0611,-118.3681,742
8400    DORRINGTON                   AV,34.223,-118.4233,1988
8500    GLIDER                       AV,33.9611,-118.3882,1477
SUPERIOR                     ST,34.2428,-118.5253,1774
18500    GRESHAM                      ST,34.2308,-118.5361,1785
1100 S  BEDFORD                      DR,34.0567,-118.4045,886
2100    VISTA DEL MAR                AV,34.1086,-118.3236,628
9500    SYLMAR                       AV,34.2427,-118.448,1963
VARNA                        AV,34.194,-118.4247,919
2300 S  BUNDY                        DR,34.0308,-118.4518,881
10700    ILEX                         AV,34.264,-118.4214,1643
13900    CHANDLER                     BL,34.1684,-118.4356,957
100 N  DETROIT                      ST,34.0736,-118.3451,726
11900    OCEAN PARK                   BL,34.0252,-118.4449,1401
12900    HUSTON                       ST,34.1594,-118.4149,969
7800 S  HOOVER                       ST,33.9683,-118.2871,1257
1900 E  102ND                        ST,33.9443,-118.239,1827
300    FIRMIN                       ST,34.0638,-118.2545,238
7200    LEMONA                       AV,34.203,-118.4601,904
3200    GARNET                       ST,34.0248,-118.2075,488
5900    IRVINE                       AV,34.1776,-118.3855,1535
6500    BEEMAN                       AV,34.189,-118.4072,1523
1400 W  10TH                         PL,34.0474,-118.2714,279
2100    VINE                         ST,34.1129,-118.328,626
19100    JOVAN                        ST,34.1833,-118.5514,1033
300 S  HEWITT                       ST,34.0454,-118.236,139
300 N  BURLINGTON                   AV,34.0679,-118.2653,236
DELTA                        ST,34.0817,-118.2551,1183
7600    WINNETKA                     AV,34.212,-118.5754,2128
500 N  LARCHMONT                    BL,34.079,-118.3237,719
6000    YORK                         BL,34.12,-118.1893,1127
4400    BEVERLY                      BL,34.0799,-118.3068,2004
5700    GLENNIE                      LN,34.037,-118.3676,782
700    COEUR D ALENE                AV,33.9891,-118.4542,1443
2800 N  MAIN                         ST,34.066,-118.2128,423
400 N  LUCERNE                      BL,34.0776,-118.3248,719
12600    MONTAGUE                     ST,34.25,-118.408,1653
8700 S  ST ANDREWS                   PL,33.9591,-118.3112,1273
8200    KIRKWOOD                     DR,34.1071,-118.3711,632
5700    NEWCASTLE                    AV,0.0,0.0,1045
1500 W  58TH                         ST,33.9897,-118.3023,1215
200    ALPINE                       ST,34.0619,-118.2369,111
1300 W  OLYMPIC                      BL,34.0474,-118.2701,279
700 N  WESTERN                      AV,34.0835,-118.3091,678
300    AVONDALE                     AV,34.0519,-118.4917,825
800    CRESTMOORE                   PL,33.9905,-118.4552,1443
3300 E  4TH                          ST,34.0345,-118.198,468
3200 W  36TH                         ST,34.0232,-118.3305,334
S  MOUNTAIN VIEW                AV,34.0649,-118.2707,236
4900    PINAFORE                     ST,34.015,-118.3536,361
900 S  PACIFIC                      AV,33.7365,-118.2923,565
6300    SATSUMA                      AV,34.1849,-118.367,1529
4200    VERDANT                      ST,34.1314,-118.2658,1102
9900    GRAPE                        ST,33.9487,-118.2392,1827
12000    SHERMAN                      RD,34.2018,-118.394,1504
5400    SALE                         AV,34.1674,-118.6188,2175
VERMONT                      ST,34.0055,-118.2915,397
1400    SAN JULIAN                   ST,34.0322,-118.2557,1313
1300    CORONADO                     TR,34.0809,-118.2668,1181
4400    VICTORIA PARK                DR,34.0472,-118.3306,766
8800    SOPHIA                       AV,34.2307,-118.4884,1797
8000    TRUXTON                      AV,33.9658,-118.3933,1477
8000    GEORGETOWN                   AV,33.9667,-118.4181,1474
9400    BANDERA                      ST,33.951,-118.2396,1827
1600    SARGENT                      CT,34.0812,-118.252,1184
3000    WEST VIEW                    ST,34.0283,-118.3492,331
16200    MENLO                        AV,33.8844,-118.2892,1881
2200    BLUE BUTTERFLY               WY,33.7784,-118.3018,521
20200    GIFFORD                      ST,34.2051,-118.5737,2139
2700 W  AVENUE 33,34.1119,-118.2369,1134
SUMMERLAND,33.7483,-118.2931,555
1100    QUEEN ANNE                   PL,34.0542,-118.3304,758
220TH,33.828,-118.3038,506
MOTOR                        AV,34.0292,-118.4107,1407
13600    BOMBAY                       ST,34.3061,-118.4303,1918
5500    FULCHER                      AV,34.17,-118.373,1549
17900    DUNCAN                       ST,34.1859,-118.5229,1035
4500 S  MAIN                         ST,33.9998,-118.2774,1361
1800 S  OLIVE                        ST,34.0333,-118.2668,192
2500    LONG BEACH                   AV,34.014,-118.2429,1347
20800    EXHIBIT                      CT,34.1786,-118.5854,2158
700    MACHADO                      DR,34.0016,-118.4711,1414
4300    SAUGUS                       AV,34.1486,-118.4658,981
10400    LOUISIANA                    AV,34.0516,-118.4215,836
6000    ALCOTT                       ST,34.0517,-118.3724,762
1400 N  KENMORE                      AV,34.0969,-118.2973,1151
2800 W  AVENUE 35,34.1157,-118.2358,1134
8100    SEPULVEDA                    PL,34.2191,-118.4663,1993
700 S  AVENUE 60,34.1046,-118.1804,406
8500    CADILLAC                     AV,34.0425,-118.3818,889
1000 W  58TH                         PL,33.9884,-118.2915,1239
1200 W  15TH                         ST,33.7307,-118.3034,562
2300 N  HIGHLAND                     AV,34.1131,-118.341,625
3200    CHEVIOT VISTA                PL,34.0309,-118.4146,1406
600    HIGHTREE                     RD,34.0376,-118.5165,824
10300    MISSISSIPPI                  AV,34.0558,-118.4193,836
1800 W  FLORENCE                     AV,33.979,-118.3112,1243
200    MUSEUM                       DR,34.0988,-118.2062,1148
400 S  EVERGREEN                    AV,34.0373,-118.2043,467
5400    ASCOT                        AV,33.9939,-118.2499,1375
12400    EXPOSITION                   BL,34.0308,-118.4559,881
14000    HAMLIN                       ST,34.1885,-118.4378,926
300    SUNSET                       AV,33.995,-118.4755,1413
20800    VERCELLI                     WY,34.2765,-118.5857,1701
5100    HALLDALE                     AV,33.9969,-118.3023,1205
4600    MELBOURNE                    AV,34.1036,-118.2896,1142
6300    BRYN MAWR                    DR,34.1125,-118.3266,626
1300    RAVENNA                      AV,33.7866,-118.2717,532
8200    VANALDEN                     AV,34.2193,-118.5492,1001
6500    BRADLEY                      PL,33.9808,-118.3712,1469
600 N  BANDINI                      ST,33.7443,-118.3088,551
4400    FINLEY                       AV,34.1077,-118.2852,1142
1300    COURT                        ST,34.0641,-118.2567,238
16000    HORACE                       ST,34.27,-118.4802,1738
19300    NASHVILLE                    ST,34.2694,-118.5538,1727
1100 S  BUNDY                        DR,34.0465,-118.4683,831
300    NEWLAND                      ST,34.1186,-118.1848,1127
1300 S  COCHRAN                      AV,34.0509,-118.3516,755
4200    BEETHOVEN                    ST,33.9923,-118.4348,1453
DARBY,34.1993,-118.5335,1025
2700    WHITTIER                     BL,34.0327,-118.212,477
19700 W  VENTURA                      BL,34.1725,-118.563,1061
800 E  73RD                         ST,33.9739,-118.2608,1259
3700 S  CAROLINA                     ST,33.7101,-118.2907,587
700 E  77TH                         ST,33.9694,-118.263,1259
800 W  108TH                        ST,33.9382,-118.2894,1841
800    VIA DE LA PAZ,34.0448,-118.5277,823
14000    MAGNOLIA                     BL,34.1649,-118.4377,964
12400    RAJAH                        ST,34.3277,-118.4071,1909
1000 S  CORNING                      ST,34.0572,-118.3773,849
11200 W  VENTURA                      BL,34.143,-118.3727,1585
9600    VENA                         AV,34.2447,-118.4245,1969
700    CHESTNUT                     AV,34.1169,-118.1723,1129
WESTGATE                     AV,34.0383,-118.4556,852
14900 W  VENTURA                      BL,34.1524,-118.4574,981
1100    ARBOR DELL                   RD,34.1445,-118.1941,1109
15000    KINGSBURY                    ST,34.2633,-118.4586,1954
3200    BAGLEY                       AV,34.0337,-118.3951,897
900 S  PALOS VERDES                 ST,33.736,-118.2814,566
DALTON,34.0037,-118.3034,397
13700    GLAMIS                       ST,34.2447,-118.4325,1967
8000    TAMPA                        AV,34.2156,-118.5535,1001
8700    NORRIS                       AV,34.2272,-118.3697,1675
16200    BERTELLA                     DR,34.154,-118.4866,1097
3000    STOCKER                      PL,34.0075,-118.3256,393
600 E  52ND                         ST,33.9983,-118.2608,1363
800    TERRACE 49,34.1128,-118.2095,1148
7500 S  DALTON                       AV,33.9718,-118.3035,1255
22700    MULHOLLAND                   DR,34.1498,-118.6201,2183
3200 S  BEVERLY                      DR,34.0333,-118.398,897
10800    MORRISON                     ST,34.1609,-118.3659,1557
24200    GOVERNOR                     AV,33.8063,-118.3045,509
10300    WOODLEY                      AV,34.2574,-118.4848,1749
21500    PRAIRIE                      ST,34.2391,-118.5998,1761
1100 W  55TH                         ST,33.9923,-118.2937,1215
2300 E  107TH                        ST,33.9389,-118.2307,1839
2000    LOUELLA                      AV,34.0015,-118.4522,1433
14500    BURBANK                      BL,34.1721,-118.4494,952
1200    INGRAHAM                     ST,34.0523,-118.2653,257
10600    LINDLEY                      AV,34.2627,-118.5274,1745
9500    KIRKSIDE                     RD,34.0486,-118.3952,887
1600    259TH                        ST,33.7882,-118.3043,531
1100 S  WETHERLY                     DR,34.0571,-118.3888,857
7600    KITTYHAWK                    AV,33.9694,-118.3787,1479
6600 S  VICTORIA                     AV,33.9793,-118.3324,1241
3600    VALLEYBRINK                  RD,34.1154,-118.2638,1123
4200    HILLCREST                    DR,34.0091,-118.3507,391
6500 S  BUDLONG                      AV,33.9805,-118.2958,1245
255TH                        ST,33.7928,-118.2959,513
6100    LINFORTH                     DR,34.1269,-118.3192,627
1100 W  69TH                         ST,33.977,-118.2937,1245
LABRADOR,34.249,-118.4525,1962
7000    REMMET                       AV,34.1974,-118.6003,2146
7100    KITTYHAWK                    AV,33.9733,-118.3747,1469
N  JUANITA,34.0764,-118.2905,2019
20700    EXHIBIT                      PL,34.1785,-118.5834,2158
900 E  52ND                         PL,33.9951,-118.2595,1373
2100    HILL                         DR,34.1425,-118.2117,1105
1300 N  DOHENY                       DR,34.0941,-118.3922,631
3400 S  BUDLONG                      AV,34.0255,-118.2959,357
1700    GRAFTON                      ST,34.0813,-118.2565,1183
6600    SHOUP                        AV,34.1885,-118.619,2144
1300 W  253RD                        ST,33.7948,-118.306,511
2400 S  SYCAMORE                     AV,34.0351,-118.353,784
2100    WHITTIER                     BL,34.0362,-118.2199,462
2800    OREGON                       ST,34.0328,-118.2096,477
1200 S  MASSELIN                     AV,34.0545,-118.3563,755
13600    MARCHANT                     AV,34.3205,-118.4062,1909
1400 S  CATALINA                     ST,34.0457,-118.2947,2076
6300    ARLINGTON                    AV,33.9829,-118.3187,1242
2900    WHITTIER                     BL,34.031,-118.2079,477
5200    KNOWLTON                     ST,33.975,-118.3708,1469
2600    WYNNWOOD                     LN,0.0,0.0,489
6400    SYLMAR                       AV,34.1867,-118.4465,926
10300 W  RIVERSIDE                    DR,34.1522,-118.3549,1569
3500    SABINA                       ST,34.0288,-118.1971,479
3300    THORPE                       AV,34.0924,-118.2246,1178
4800    PEONIA                       RD,34.1542,-118.6109,2185
2100    LEMOYNE                      ST,34.0905,-118.2525,1173
600    5TH                          AV,33.9958,-118.472,1413
8500    REMMET                       AV,34.2247,-118.601,2105
RUSSELL,0.0,0.0,638
6000    LOCKHURST                    DR,34.1797,-118.6495,2161
600 S  SAN VICENTE                  BL,34.066,-118.373,722
7700    JASON                        AV,34.2033,-118.6313,2133
7900 N  CLYBOURN                     AV,34.2178,-118.373,1687
13900    VICTORY                      BL,34.1903,-118.4399,926
4200    VANETTA                      DR,34.1406,-118.4052,1591
3900    HOMER                        ST,34.0894,-118.2072,401
400 E  LANZIT                       AV,33.9314,-118.2671,1844
1400 E  WASHINGTON                   BL,34.0231,-118.248,1317
10700    BLIX                         ST,34.1567,-118.3637,1557
4300    DON TOMASO                   DR,34.0067,-118.3515,391
4100    BRUNSWICK                    AV,34.1268,-118.2671,1102
7900    HOLLYWOOD                    WY,34.2147,-118.348,1677
123RD                        ST,33.9212,-118.287,1831
2800    GREENFIELD                   AV,34.0313,-118.4263,1403
COLDWATER CA                 BL,34.1781,-118.4179,939
26TH,33.7206,-118.288,587
3400    3RD                          AV,34.0251,-118.3201,354
15900    VALLEY VIEW                  CT,34.3062,-118.4793,1911
11600    IOWA                         AV,34.0426,-118.4521,852
SAN FERNANDO                 ST,34.2545,-118.4091,1654
3800    3RD                          AV,34.0183,-118.3204,374
12500    RUBENS                       AV,33.988,-118.4248,1455
7400    DENSMORE                     AV,34.2049,-118.4771,1018
1800 S  VICTORIA                     AV,34.0412,-118.3317,777
300 E  113TH                        ST,33.932,-118.2695,1844
800 S  MESA                         ST,33.737,-118.2857,566
4100    GRIFFIN                      AV,34.0903,-118.2053,402
11600    NEBRASKA                     AV,34.0411,-118.4509,881
4100    VIA DOLCE,33.9751,-118.4594,1452
11600    PRAGER                       AV,34.2779,-118.3917,1605
1700 N  SAN FERNANDO                 RD,34.1019,-118.2264,1147
12000    KITTRIDGE                    ST,34.194,-118.3943,1514
11000    HATTERAS                     ST,34.1758,-118.3703,1538
4100    WOODMAN                      AV,34.1448,-118.4306,989
ETHEL                        AV,34.2123,-118.4169,1501
2600 E  3RD                          ST,34.0403,-118.2088,467
5700 N  HUNTINGTON                   DR,34.097,-118.156,409
6700    CRENSHAW                     BL,33.9782,-118.3309,1251
9000    ILEX                         AV,34.2322,-118.389,1672
6800 S  MAIN                         ST,33.9779,-118.2739,1394
1700 W  MANDEVILLE                   LN,34.0641,-118.4933,812
1700 N  BRONSON                      AV,34.1017,-118.318,637
WELLWORTH                    AV,34.0575,-118.4406,833
13600    CANTARA                      ST,34.2199,-118.4288,1999
12900    MACNEIL                      ST,34.3022,-118.4139,1907
14100    LA RUE                       ST,34.2742,-118.4408,1944
6000 W  OLYMPIC                      BL,34.058,-118.3627,753
ARDEN                        PL,34.0831,-118.3266,719
ANDREW,33.9921,-118.3108,1213
13900    AULTS                        AV,34.3248,-118.4239,1906
2900    ANGUS                        ST,34.107,-118.2691,1144
5100    NESTLE                       AV,34.163,-118.5302,1075
22200    SAN MIGUEL                   ST,34.1586,-118.6098,2185
7400    KENTLAND                     AV,34.2047,-118.6187,2134
2100    PARK GROVE                   AV,34.034,-118.2777,319
18000    CANTARA                      ST,34.2192,-118.5257,1005
5000    GAVIOTA                      AV,34.1602,-118.4814,1079
OGDEN                        DR,34.0675,-118.3605,734
4200    PASADERO                     PL,34.1491,-118.5413,1083
2100    BELLEVUE                     AV,34.0729,-118.2664,216
RIVERTON,34.1405,-118.3665,1585
900    MONTECITO                    DR,34.0889,-118.2,402
1800 W  35TH                         ST,34.0247,-118.3119,355
17900    LULL                         ST,34.2093,-118.523,1005
5200    BORLAND                      RD,34.0719,-118.1711,439
900 N  AVENUE 51,34.116,-118.2057,1116
13100    SAYRE                        ST,34.3175,-118.4256,1908
1500 E  25TH                         ST,34.0157,-118.2467,1347
1700    PERRINO                      PL,34.0186,-118.2214,491
4400    MENLO                        AV,34.0037,-118.2896,1207
4000    PAIGE                        ST,34.0938,-118.1986,402
12900    AGUSTIN                      PL,33.9755,-118.4213,1464
1900    SELBY                        AV,34.0498,-118.4328,835
900    MEI LING                     WY,34.0649,-118.2381,111
3000 W  AVENUE 35,34.1179,-118.2378,1124
1700    GOLDEN GATE                  AV,34.092,-118.2742,1171
1500 W  3RD                          ST,33.7415,-118.2948,557
5200    LAUREL CANYON                BL,34.1685,-118.4008,1543
2100    LINCOLN PARK                 AV,34.0692,-118.2025,424
5500    VENICE                       BL,34.0465,-118.3555,764
12500    MIRANDA                      ST,34.1749,-118.4052,1531
21900    DE LA OSA                    ST,34.1594,-118.6045,2187
18900    HART                         ST,34.1975,-118.545,1023
500 S  ROSSMORE                     AV,34.0653,-118.3273,739
16200    SAN FERNANDO MISSION         BL,34.2719,-118.4847,1738
2700 S  VERMONT                      AV,34.0304,-118.2915,325
400 E  84TH                         ST,33.9629,-118.2673,1269
4700    SUNNYSLOPE                   AV,34.156,-118.4279,966
2200    PENMAR                       AV,33.9976,-118.4532,1433
S  SPAULDING                    AV,34.0469,-118.3636,763
1100    STONEWOOD                    CT,33.7617,-118.303,521
2800    MAPLE                        AV,34.0223,-118.2719,1331
5100    WESTPARK                     DR,34.1631,-118.3827,1546
MISSOURI,34.0509,-118.431,836
2000    JUDSON                       ST,34.0539,-118.2103,455
500 E  9TH                          ST,34.0404,-118.2504,176
5100    COLLETT                      AV,34.1638,-118.4825,1079
4200    MOORE                        ST,33.9906,-118.4391,1453
1000    HILGARD                      AV,34.0617,-118.4446,817
9300    GERALD                       AV,34.2394,-118.4966,1776
400 W  GAGE                         AV,33.9824,-118.2807,1249
20800    EXHIBIT                      PL,34.1787,-118.5858,2158
200 S  PATTON                       AV,33.742,-118.3065,551
11100    CHIVERS                      AV,34.2722,-118.4029,1633
N  WESTLAKE                     AV,34.066,-118.2689,236
1100 W  186TH                        ST,33.862,-118.2928,501
7800    RHEA                         AV,34.2116,-118.5415,1003
2000 S  HOBART                       BL,34.0392,-118.3062,2093
7600    ROSEWOOD                     AV,34.0802,-118.3553,713
13300    SHERMAN                      WY,34.2012,-118.4225,1521
1000 W  RIVERSIDE                    DR,34.0851,-118.2292,1176
N  BERENDO                      ST,34.0934,-118.2947,1163
2200    BOWMONT                      DR,34.1115,-118.3992,809
500    SHATTO                       PL,34.0652,-118.2899,2029
900    ROSE                         AV,34.0027,-118.4653,1415
7200    GREELEY                      ST,34.2496,-118.2886,1657
2000    CHARITON                     ST,34.0406,-118.378,889
4200    EDENHURST                    AV,34.1285,-118.2693,1102
13700    MINDORA                      AV,34.3209,-118.4134,1909
4700    OAKWOOD                      AV,34.0773,-118.3091,2002
1600    BRIDGEPORT                   DR,34.1018,-118.2255,1147
3000 E  4TH                          ST,34.0388,-118.1987,468
E  27TH                         ST,34.0151,-118.2495,1326
4900    AGNES                        AV,34.1594,-118.3954,1545
15100    BURTON                       ST,34.2205,-118.4624,1993
5700    RADFORD                      AV,34.1748,-118.3888,1525
8900 S  HOOVER                       ST,33.9565,-118.2869,1801
CRESTKNOLL,34.2871,-118.4614,1924
7400    ETON                         AV,34.2047,-118.5955,2136
3000    YALE                         AV,33.9887,-118.4491,1444
ROMA,33.9742,-118.46,1452
11500    LEXICON                      AV,34.2788,-118.3793,1606
1300 W  59TH                         PL,33.9867,-118.298,1235
BROWNS CANYON                RD,34.287,-118.5919,1701
BERNADETTE                   ST,34.2641,-118.4052,1645
1700 S  PACIFIC                      AV,33.7288,-118.288,567
15400    MORRISON                     ST,34.1602,-118.4707,1079
TABOR,34.0277,-118.4022,1407
10200    CRESTA                       DR,34.0417,-118.4041,885
13800    KITTRIDGE                    ST,34.1903,-118.4334,926
2200    HARWOOD                      ST,34.0878,-118.2344,1176
2000 S  BEVERLY GLEN                 BL,34.0534,-118.4228,836
3700 W  9TH                          ST,34.0559,-118.3112,2042
1900    GREENFIELD                   AV,34.0461,-118.439,835
10100    JIMENEZ                      ST,34.2738,-118.3486,1608
5600 W  PICO                         BL,34.0537,-118.3619,753
1600    MATEO                        ST,34.025,-118.2323,1309
2000    MICHIGAN                     AV,34.0473,-118.2138,463
400 W  4TH                          ST,33.7406,-118.2857,564
20200    LORENZANA                    DR,34.1669,-118.5744,2189
600    UMBRIA                       ST,34.1134,-118.1999,1116
TUJUNGA                      BL,34.1794,-118.379,1527
1800    MAGNOLIA                     AV,34.0415,-118.2864,2088
10800    ROSCOE                       BL,34.2214,-118.3652,1689
7800    APPERSON                     ST,34.256,-118.3027,1656
CHALMERS                     DR,34.061,-118.3814,849
8800    TELFAIR                      AV,34.2293,-118.3893,1672
BRADDOCK,33.9886,-118.4201,1455
8100    AIRLANE                      AV,33.9649,-118.3905,1477
6700    CRESCENT                     ST,34.1157,-118.1758,1129
20300    BALTAR                       ST,34.2166,-118.5754,2118
10000    LIMERICK                     AV,34.2518,-118.5831,1753
00    UNION JACK                   ST,33.968,-118.4575,1452
DEWEY,34.0096,-118.4558,1416
3700    RAYMOND                      AV,34.021,-118.2977,357
5100    NEWCASTLE                    AV,34.162,-118.5251,1075
13100    HESBY                        ST,34.1622,-118.4181,969
7100    PENFIELD                     AV,34.1988,-118.5688,2149
6000    GRACIOSA                     DR,34.1126,-118.3196,628
4800 W  RODEO                        RD,34.0214,-118.3486,362
1100 S  LA JOLLA                     AV,34.0571,-118.3724,752
6100 S  WESTERN                      AV,33.9845,-118.3089,1233
13900    FILMORE                      ST,34.2611,-118.4362,1621
7900    KITTYHAWK                    AV,33.9673,-118.3822,1479
500 S  WINDSOR                      BL,34.0636,-118.3214,2021
5300    LOCKHURST                    DR,34.1662,-118.6494,2172
4900    ONTEORA                      WY,34.1383,-118.2221,1113
200 W  M                            ST,33.7888,-118.2644,516
1600    251ST                        ST,33.7968,-118.3043,509
11900    WAGNER                       ST,33.9943,-118.417,1457
7100    FLIGHT                       AV,33.9746,-118.3765,1469
CUDAHY,34.0924,-118.1806,407
3500 W  SLAUSON                      AV,33.989,-118.3332,1232
2000 S  BEDFORD                      ST,34.0416,-118.3836,889
11200    KEWEN                        AV,34.2732,-118.4383,1944
3700    WASATCH                      AV,34.0055,-118.4375,1434
25800    WESTERN                      AV,33.7895,-118.3076,531
900    BROADWAY,33.9977,-118.4627,1414
600 W  84TH                         ST,33.9621,-118.2853,1267
14700 W  VENTURA                      BL,34.1517,-118.4534,984
3000    MANNING                      AV,34.0354,-118.4136,885
5300    HARMONY                      AV,34.1667,-118.3664,1548
600    SAN LORENZO                  ST,34.0344,-118.5094,824
5900    ALDEA                        AV,34.1777,-118.5076,1047
4500    LEXINGTON                    AV,34.0935,-118.2866,1162
100 N  ALVARADO                     ST,34.0667,-118.2703,236
4700    BELLFLOWER                   AV,34.1556,-118.3734,1555
11200 S  MAIN                         ST,33.933,-118.2739,1842
11200    NEBRASKA                     AV,34.0445,-118.4452,853
10800    MCVINE                       AV,34.2653,-118.3114,1637
3600    EMPIRE                       DR,34.0265,-118.4045,1407
11700    RIVERSIDE                    DR,34.1649,-118.3921,1545
12300    BURTON                       ST,34.2207,-118.402,1681
12200    ADDISON                      ST,34.1613,-118.4009,1544
800 W  MARTIN LUTHER KING           BL,34.0109,-118.2908,396
7700    MILWOOD                      AV,34.2098,-118.5945,2126
7200    CANOGA                       AV,34.201,-118.5977,2136
E  MANCHESTER                   AV,33.9602,-118.2651,1269
4400    SUNSET                       DR,34.0982,-118.2852,1152
7000    DEVERON RIDGE                RD,34.1973,-118.6473,2132
200 E  58TH                         ST,33.9898,-118.272,1372
5500    BILOXI                       AV,34.1701,-118.3583,1549
18900    SALT LAKE                    PL,34.271,-118.5452,1727
EL DORADO                    AV,34.3086,-118.4748,1921
10300    GLENOAKS                     BL,34.2571,-118.3947,1654
3800    ROSEMEAD                     AV,34.0891,-118.1771,408
10300 S  FIGUEROA                     ST,33.9428,-118.2826,1822
18500    LEMAY                        ST,34.191,-118.5386,1024
1200 W  80TH                         ST,33.9665,-118.2993,1265
25300    BAYCREST                     CT,33.7942,-118.293,503
5700    10TH                         AV,33.9909,-118.3282,1211
15900    MALDEN                       ST,34.2257,-118.4791,1799
HILLHURST                    AV,34.1069,-118.2874,1142
700 N  HILL                         PL,34.0618,-118.2424,111
2100 W  SILVER LAKE                  DR,34.097,-118.2665,1144
GLAMIS                       ST,34.2473,-118.4299,1969
4400    CALHOUN                      AV,34.1507,-118.4422,985
10800    GERALD                       AV,34.2663,-118.4945,1737
1700    MALCOLM                      AV,34.0508,-118.4351,855
1600 S  BURLINGTON                   AV,34.0423,-118.2808,295
1400 S  GRAMERCY                     PL,34.0463,-118.313,2071
S  LA CIENEGA                   BL,34.0404,-118.377,782
8000    BLACKBURN                    AV,34.0711,-118.364,723
11200    DONA LOLA                    DR,34.1324,-118.379,1596
23400    CALIFA                       ST,34.1774,-118.6364,2162
400 W  97TH                         ST,33.9483,-118.2827,1822
3900    HAYVENHURST                  AV,34.1416,-118.4973,1097
3200    GRAND VIEW                   BL,34.0163,-118.4415,1424
BERKSHIRE                    AV,34.0986,-118.1586,409
10600    TUJUNGA CANYON               BL,34.261,-118.2933,1638
N  82ND                         ST,33.9651,-118.2827,1266
25900 S  WESTERN                      AV,33.7882,-118.3076,531
9300    OWENSMOUTH                   AV,34.2391,-118.6019,1761
15100    VALLEY VISTA                 BL,34.1506,-118.4627,981
14900    LEADWELL                     ST,34.2039,-118.4585,904
21800    DUPONT                       ST,34.2536,-118.6039,1751
1800 W  42ND                         PL,34.0064,-118.3113,395
400 E  L                            ST,33.787,-118.2585,517
12700    ADMIRAL                      AV,33.9875,-118.4262,1455
7800    CRENSHAW                     BL,33.9691,-118.3308,1251
1300 S  CABRILLO                     AV,33.7324,-118.2946,563
W  39TH                         PL,34.0141,-118.2915,379
6500    LA MIRADA                    AV,34.0934,-118.3317,666
6300    SAN VICENTE                  BL,34.0608,-118.3671,742
15500    OTSEGO                       ST,34.163,-118.4731,1079
400 N  KENMORE                      AV,34.0777,-118.2969,221
CRYSTAL RIDGE                LN,34.2937,-118.5613,1701
400 W  118TH                        PL,33.9256,-118.2772,1862
10300    JARDINE                      AV,34.256,-118.3038,1656
WALGROVE                     AV,34.008,-118.4548,1416
2000    JONES                        AV,34.0653,-118.1871,437
4900 W  SAN FERNANDO                 RD,34.1367,-118.2713,1102
